#Accession,SRA_Accession,Submitters,Release_Date,Strain,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KT869134.1,,"Fouere,S., Chaine,B., Maylin,S., Minier,M., Vallee,P., Scieux,C., Lassau,F., Legoff,J., Janier,M.",2016-03-13,,SLSgg1_1379A14_140408,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,744,GenBank,partial,,,,France,,Homo sapiens,,2014-07-03,,"Human alphaherpesvirus 1 isolate SLSgg1_1379A14_140408 glycoprotein G (gG1) gene, partial cds"
KM816901.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R1,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1R1 helicase (UL5) gene, complete cds"
KM816902.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R2,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1R2 helicase (UL5) gene, complete cds"
KM816903.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R3,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1R3 helicase (UL5) gene, complete cds"
KM816904.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R4,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1R4 helicase (UL5) gene, complete cds"
KM816905.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R5,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2009,,"Human herpesvirus 1 isolate HSV1R5 helicase (UL5) gene, complete cds"
KM816906.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R6,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1R6 helicase (UL5) gene, complete cds"
KM816907.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S1,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S1 helicase (UL5) gene, complete cds"
KM816908.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S2,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1S2 helicase (UL5) gene, complete cds"
KM816910.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S4,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S4 helicase (UL5) gene, complete cds"
KM816911.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S5,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1S5 helicase (UL5) gene, complete cds"
KM816912.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S6,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1S6 helicase (UL5) gene, complete cds"
KM816913.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S7,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1S7 helicase (UL5) gene, complete cds"
KM816914.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S8,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1S8 helicase (UL5) gene, complete cds"
KM816916.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S10,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S10 helicase (UL5) gene, complete cds"
KM816917.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S11,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S11 helicase (UL5) gene, complete cds"
KM816918.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S12,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S12 helicase (UL5) gene, complete cds"
KM816919.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S13,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S13 helicase (UL5) gene, complete cds"
KM816921.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S15,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S15 helicase (UL5) gene, complete cds"
KM816922.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S16,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S16 helicase (UL5) gene, complete cds"
KM816925.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S19,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S19 helicase (UL5) gene, complete cds"
KM816926.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S20,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S20 helicase (UL5) gene, complete cds"
KM816927.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S21,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S21 helicase (UL5) gene, complete cds"
KM816928.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S22,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S22 helicase (UL5) gene, complete cds"
KM816929.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S23,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1S23 helicase (UL5) gene, complete cds"
KM816930.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S24,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1S24 helicase (UL5) gene, complete cds"
KM816932.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S26,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,2649,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1S26 helicase (UL5) gene, complete cds"
KM816965.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R1,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1R1 primase (UL52) gene, complete cds"
KM816966.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R2,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1R2 primase (UL52) gene, complete cds"
KM816967.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R3,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1R3 primase (UL52) gene, complete cds"
KM816968.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R4,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1R4 primase (UL52) gene, complete cds"
KM816969.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R5,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2009,,"Human herpesvirus 1 isolate HSV1R5 primase (UL52) gene, complete cds"
KM816970.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1R6,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1R6 primase (UL52) gene, complete cds"
KM816971.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S1,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S1 primase (UL52) gene, complete cds"
KM816972.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S2,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1S2 primase (UL52) gene, complete cds"
KM816973.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S3,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S3 primase (UL52) gene, complete cds"
KM816974.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S4,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S4 primase (UL52) gene, complete cds"
KM816975.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S5,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1S5 primase (UL52) gene, complete cds"
KM816976.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S6,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1S6 primase (UL52) gene, complete cds"
KM816977.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S7,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1S7 primase (UL52) gene, complete cds"
KM816978.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S8,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2010,,"Human herpesvirus 1 isolate HSV1S8 primase (UL52) gene, complete cds"
KM816979.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S9,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S9 primase (UL52) gene, complete cds"
KM816980.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S10,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S10 primase (UL52) gene, complete cds"
KM816981.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S11,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S11 primase (UL52) gene, complete cds"
KM816982.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S12,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3171,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S12 primase (UL52) gene, complete cds"
KM816983.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S13,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S13 primase (UL52) gene, complete cds"
KM816984.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S14,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S14 primase (UL52) gene, complete cds"
KM816985.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S15,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S15 primase (UL52) gene, complete cds"
KM816987.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S17,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S17 primase (UL52) gene, complete cds"
KM816988.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S18,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S18 primase (UL52) gene, complete cds"
KM816989.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S19,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S19 primase (UL52) gene, complete cds"
KM816990.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S20,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S20 primase (UL52) gene, complete cds"
KM816992.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S22,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate HSV1S22 primase (UL52) gene, complete cds"
KM816993.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S23,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1S23 primase (UL52) gene, complete cds"
KM816994.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S24,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1S24 primase (UL52) gene, complete cds"
KM816996.1,,"Collot,M., Rouard,C., Brunet,C., Agut,H., Boutolleau,D., Burrel,S.",2016-02-03,,HSV1S26,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,3177,GenBank,partial,,,1.0,France,,Homo sapiens,,2011,,"Human herpesvirus 1 isolate HSV1S26 primase (UL52) gene, complete cds"
KT266758.1,,"Mitterreiter,J.G., Titulaer,M.J., van Nierop,G.P., van Kampen,J.J., Aron,G.I., Osterhaus,A.D., Verjans,G.M., Ouwendijk,W.J., Osterhaus,A.D.M.E., Verjans,G.M.G.M., Ouwendijk,W.J.D.",2015-12-16,,patient#1 BLS,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,,,1.0,Netherlands,,Homo sapiens,,2012-11-14,,"Human alphaherpesvirus 1 isolate patient#1 BLS thymidine kinase (UL23) gene, complete cds"
KT266763.1,,"Mitterreiter,J.G., Titulaer,M.J., van Nierop,G.P., van Kampen,J.J., Aron,G.I., Osterhaus,A.D., Verjans,G.M., Ouwendijk,W.J., Osterhaus,A.D.M.E., Verjans,G.M.G.M., Ouwendijk,W.J.D.",2015-12-16,,patient#3 CSF,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,,,1.0,Netherlands,,Homo sapiens,,2001-09-18,,"Human alphaherpesvirus 1 isolate patient#3 CSF thymidine kinase (UL23) gene, complete cds"
KT266764.1,,"Mitterreiter,J.G., Titulaer,M.J., van Nierop,G.P., van Kampen,J.J., Aron,G.I., Osterhaus,A.D., Verjans,G.M., Ouwendijk,W.J., Osterhaus,A.D.M.E., Verjans,G.M.G.M., Ouwendijk,W.J.D.",2015-12-16,,patient#4 BLS1,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,,,1.0,Netherlands,,Homo sapiens,,2004-02-20,,"Human alphaherpesvirus 1 isolate patient#4 BLS1 thymidine kinase (UL23) gene, complete cds"
KT899744.1,,"Colgrove,R.C., Liu,X., Griffiths,A., Raja,P., Deluca,N.A., Newman,R.M., Coen,D.M., Knipe,D.M., Coen,D., Deluca,N.",2015-11-21,,KOS,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,151974,GenBank,complete,,,1.0,USA,,Homo sapiens,,1964,,"Human alphaherpesvirus 1 isolate KOS, complete genome"
KT425107.1,,"Renner,D.W., Tafuri,Y.R., Parsons,L., Shreve,J.T., Neumann,D., Szpara,M.L., Bowen,C.D.",2015-11-08,McKrae,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,135767,GenBank,partial,,,,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain McKrae, partial genome"
KT425108.1,,"Sharkey,C.M., Shreve,J.T., Renner,D.W., Szpara,M.L.",2015-11-08,RDH193,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,135715,GenBank,partial,,,,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain RDH193, partial genome"
KT425109.1,,"Bowen,C.D., Renner,D.W., Shreve,J.T., Tafuri,Y., Payne,K.M., Dix,R.D., Gatherer,D., Kinchington,P., Szpara,M.L.",2015-11-08,KOS79,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,135472,GenBank,complete,,,,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain KOS79, complete genome"
KT425110.1,,"Bowen,C.D., Renner,D.W., Shreve,J.T., Tafuri,Y., Payne,K.M., Dix,R.D., Gatherer,D., Kinchington,P., Szpara,M.L.",2015-11-08,KOS63,,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,136278,GenBank,partial,,,,,,Homo sapiens,,,,"Human alphaherpesvirus 1 strain KOS63, partial genome"
KM279045.1,,"Perse da Silva,A., Lopes Ade,O., Vieira,Y.R., de Almeida,A.J., Sion,F.S., Grinsztejn,B., Wagner,S., de Paula,V.S., Perse,A.S., Lopes,A.O., Almeida,A.J.",2015-08-31,,E67,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,Brazil,,Homo sapiens,,2004,,"Human herpesvirus 1 isolate E67 glycoprotein E (US8) gene, complete cds"
KM279046.1,,"Perse da Silva,A., Lopes Ade,O., Vieira,Y.R., de Almeida,A.J., Sion,F.S., Grinsztejn,B., Wagner,S., de Paula,V.S., Perse,A.S., Lopes,A.O., Almeida,A.J.",2015-08-31,,E5,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,Brazil,,Homo sapiens,,2004,,"Human herpesvirus 1 isolate E5 glycoprotein E (US8) gene, complete cds"
KM279047.1,,"Perse da Silva,A., Lopes Ade,O., Vieira,Y.R., de Almeida,A.J., Sion,F.S., Grinsztejn,B., Wagner,S., de Paula,V.S., Perse,A.S., Lopes,A.O., Almeida,A.J.",2015-08-31,,I18,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,Brazil,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate I18 glycoprotein E (US8) gene, complete cds"
KM279049.1,,"Perse da Silva,A., Lopes Ade,O., Vieira,Y.R., de Almeida,A.J., Sion,F.S., Grinsztejn,B., Wagner,S., de Paula,V.S., Perse,A.S., Lopes,A.O., Almeida,A.J.",2015-08-31,,E10,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,Brazil,,Homo sapiens,,2004,,"Human herpesvirus 1 isolate E10 glycoprotein E (US8) gene, complete cds"
KM279050.1,,"Perse da Silva,A., Lopes Ade,O., Vieira,Y.R., de Almeida,A.J., Sion,F.S., Grinsztejn,B., Wagner,S., de Paula,V.S., Perse,A.S., Lopes,A.O., Almeida,A.J.",2015-08-31,,E4,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1653,GenBank,partial,,,1.0,Brazil,,Homo sapiens,,2004,,"Human herpesvirus 1 isolate E4 glycoprotein E (US8) gene, complete cds"
KM279051.1,,"Perse da Silva,A., Lopes Ade,O., Vieira,Y.R., de Almeida,A.J., Sion,F.S., Grinsztejn,B., Wagner,S., de Paula,V.S., Perse,A.S., Lopes,A.O., Almeida,A.J.",2015-08-31,,KOS,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,,,1.0,Brazil,,Homo sapiens,,2009,,"Human herpesvirus 1 isolate KOS thymidine kinase (UL23) gene, complete cds"
KM279052.1,,"Perse da Silva,A., Lopes Ade,O., Vieira,Y.R., de Almeida,A.J., Sion,F.S., Grinsztejn,B., Wagner,S., de Paula,V.S., Perse,A.S., Lopes,A.O., Almeida,A.J.",2015-08-31,,I15,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,,,1.0,Brazil,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate I15 thymidine kinase (UL23) gene, complete cds"
KM279064.1,,"Perse da Silva,A., Lopes Ade,O., Vieira,Y.R., de Almeida,A.J., Sion,F.S., Grinsztejn,B., Wagner,S., de Paula,V.S., Perse,A.S., Lopes,A.O., Almeida,A.J.",2015-08-31,,E6,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,,,1.0,Brazil,,Homo sapiens,,2004,,"Human herpesvirus 1 isolate E6 thymidine kinase (UL23) gene, complete cds"
KM279068.1,,"Perse da Silva,A., Lopes Ade,O., Vieira,Y.R., de Almeida,A.J., Sion,F.S., Grinsztejn,B., Wagner,S., de Paula,V.S., Perse,A.S., Lopes,A.O., Almeida,A.J.",2015-08-31,,I18,Simplexvirus humanalpha1,Simplexvirus,Orthoherpesviridae,dsDNA,1131,GenBank,partial,,,1.0,Brazil,,Homo sapiens,,2012,,"Human herpesvirus 1 isolate I18 thymidine kinase (UL23) gene, complete cds"
