#Accession,SRA_Accession,Submitters,Release_Date,Strain,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KU221098.1,,"Fielding,C.A., Weekes,M.P., Nobre,L.V., Ruckova,E., Wilkie,G.S., Paulo,J.A., Davies,J., Antrobus,P.R., Stanton,R.J., Aicheler,R., Nichols,H., Vojtesek,B., Davison,A.J., Gygi,S.P., Tomasec,P., Lehner,P.J., Wilkinson,G.W.G.",2015-12-31,Merlin,RCMV1815,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,226424,GenBank,complete,,,,,,Homo sapiens,,,,"Human betaherpesvirus 5 strain Merlin isolate RCMV1815, complete genome"
KU221099.1,,"Fielding,C.A., Weekes,M.P., Nobre,L.V., Ruckova,E., Wilkie,G.S., Paulo,J.A., Davies,J., Antrobus,P.R., Stanton,R.J., Aicheler,R., Nichols,H., Vojtesek,B., Davison,A.J., Gygi,S.P., Tomasec,P., Lehner,P.J., Wilkinson,G.W.G.",2015-12-31,Merlin,RCMV1831,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,234798,GenBank,complete,,,,,,Homo sapiens,,,,"Human betaherpesvirus 5 strain Merlin isolate RCMV1831, complete genome"
KU221100.1,,"Fielding,C.A., Weekes,M.P., Nobre,L.V., Ruckova,E., Wilkie,G.S., Paulo,J.A., Davies,J., Antrobus,P.R., Stanton,R.J., Aicheler,R., Nichols,H., Vojtesek,B., Davison,A.J., Gygi,S.P., Tomasec,P., Lehner,P.J., Wilkinson,G.W.G.",2015-12-31,Merlin,RCMV1871,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,234853,GenBank,complete,,,,,,Homo sapiens,,,,"Human betaherpesvirus 5 strain Merlin isolate RCMV1871, complete genome"
KT360942.1,,"Karbalaie Niya,M.H., Tavakoli,A., Safarnezhad Tameshkel,F., Bokharaei Salim,F., Monavari,S.H.R., Keyvani,H.",2015-12-21,,IR-6-3,Varicellovirus humanalpha3,Varicellovirus,Orthoherpesviridae,dsDNA,440,GenBank,partial,,,,Iran,,Homo sapiens,,2015-05-01,,"Human herpesvirus 3 isolate IR-6-3 UL37 gene, partial cds"
KT254013.1,,"Liu,Y., Yang,W., Pan,Y., Ji,J., Lu,Z., Ke,Y.",2015-12-19,,EBVaGC3,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,171615,GenBank,partial,,,1.0,China,,Homo sapiens,,2013,,"Human gammaherpesvirus 4 isolate EBVaGC3, partial genome"
KT987979.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR219/1998,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1998,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR219/1998 glycoprotein N (UL73) gene, partial cds"
KT987980.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR421/2001,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,2001,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR421/2001 glycoprotein N (UL73) gene, partial cds"
KT987981.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR217/1997,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1997,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR217/1997 glycoprotein N (UL73) gene, partial cds"
KT987983.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR2121/1995,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1995,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR2121/1995 glycoprotein N (UL73) gene, partial cds"
KT987984.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR2349/1997,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1997,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR2349/1997 glycoprotein N (UL73) gene, partial cds"
KT987986.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR1663/1996,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1996,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR1663/1996 glycoprotein N (UL73) gene, partial cds"
KT987987.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR1749/2011,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,302,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,2011,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR1749/2011 glycoprotein N (UL73) gene, partial cds"
KT987988.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR1343/1995,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,299,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1995,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR1343/1995 glycoprotein N (UL73) gene, partial cds"
KT987989.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR817/1998,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,299,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1998,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR817/1998 glycoprotein N (UL73) gene, partial cds"
KT987990.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR16/1997,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,482,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1997,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR16/1997 glycoprotein B (UL55) gene, partial cds"
KT987991.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR1417/1998,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,482,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1998,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR1417/1998 glycoprotein B (UL55) gene, partial cds"
KT987992.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR2349/1997,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,478,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1997,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR2349/1997 glycoprotein B (UL55) gene, partial cds"
KT987993.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR2724/1997,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,478,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1997,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR2724/1997 glycoprotein B (UL55) gene, partial cds"
KT987994.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR206/1995,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,476,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1995,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR206/1995 glycoprotein B (UL55) gene, partial cds"
KT987995.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR1663/1996,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,449,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1996,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR1663/1996 glycoprotein B (UL55) gene, partial cds"
KT987996.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR184/2010,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,267,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,2010,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR184/2010 glycoprotein O (UL74) gene, partial cds"
KT987997.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR1343/1995,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,267,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1995,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR1343/1995 glycoprotein O (UL74) gene, partial cds"
KT987998.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR817/1998,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,267,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1998,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR817/1998 glycoprotein O (UL74) gene, partial cds"
KT988000.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR206/1995,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,267,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1995,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR206/1995 glycoprotein O (UL74) gene, partial cds"
KT988002.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR2115/2001,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,267,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,2001,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR2115/2001 glycoprotein O (UL74) gene, partial cds"
KT988003.1,,"Arcangeletti,M.C., Vasile Simone,R., Rodighiero,I., De Conto,F., Medici,M.C., Martorana,D., Chezzi,C., Calderaro,A.",2015-12-08,,human-wt/ITA/PR2528/1998,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,267,GenBank,partial,,,1.0,Italy,,Homo sapiens,urine,1998,,"Human betaherpesvirus 5 isolate human-wt/ITA/PR2528/1998 glycoprotein O (UL74) gene, partial cds"
KR063342.1,,"Lei,H., Li,T., Li,B., Tsai,S., Biggar,R.J., Nkrumah,F., Neequaye,J., Gutierrez,M., Epelman,S., Mbulaiteye,S.M., Bhatia,K., Lo,S.C., Biggar,R., Neequayee,J., Lo,S.-C., Mbulaiteye,S.",2015-12-06,H03753A,,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,171829,GenBank,partial,,,1.0,Ghana,,Homo sapiens,animal tissues_tumor,1981-02-08,,"Human gammaherpesvirus 4 strain H03753A, partial genome"
KR063343.1,,"Lei,H., Li,T., Li,B., Tsai,S., Biggar,R.J., Nkrumah,F., Neequaye,J., Gutierrez,M., Epelman,S., Mbulaiteye,S.M., Bhatia,K., Lo,S.C., Biggar,R., Neequayee,J., Lo,S.-C., Mbulaiteye,S.",2015-12-06,CV-ARG,,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,171815,GenBank,partial,,,1.0,Argentina,,Homo sapiens,animal tissues_tumor,1980-10-11,,"Human gammaherpesvirus 4 strain CV-ARG, partial genome"
KR063344.1,,"Lei,H., Li,T., Li,B., Tsai,S., Biggar,R.J., Nkrumah,F., Neequaye,J., Gutierrez,M., Epelman,S., Mbulaiteye,S.M., Bhatia,K., Lo,S.C., Biggar,R., Neequayee,J., Lo,S.-C., Mbulaiteye,S.",2015-12-06,RPF,,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,171864,GenBank,partial,,,1.0,Brazil,,Homo sapiens,animal tissues_tumor,1980-10-11,,"Human gammaherpesvirus 4 strain RPF, partial genome"
KR063345.1,,"Lei,H., Li,T., Li,B., Tsai,S., Biggar,R.J., Nkrumah,F., Neequaye,J., Gutierrez,M., Epelman,S., Mbulaiteye,S.M., Bhatia,K., Lo,S.C., Biggar,R., Neequayee,J., Lo,S.-C., Mbulaiteye,S.",2015-12-06,FNR,,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,171833,GenBank,partial,,,1.0,Brazil,,Homo sapiens,animal tissues_tumor,1980-10-11,,"Human gammaherpesvirus 4 strain FNR, partial genome"
KT001102.1,,"Lei,H., Li,T., Li,B., Tsai,S., Biggar,R.J., Nkrumah,F., Neequaye,J., Gutierrez,M., Epelman,S., Mbulaiteye,S.M., Bhatia,K., Lo,S.C., Biggar,R., Mbulaiteye,S., Lo,S.-C.",2015-12-06,VA,,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,171794,GenBank,partial,,,1.0,Argentina,,Homo sapiens,animal tissues_tumor,1980-10-11,,"Human gammaherpesvirus 4 strain VA, partial genome"
KT001103.1,,"Lei,H., Li,T., Li,B., Tsai,S., Biggar,R.J., Nkrumah,F., Neequaye,J., Gutierrez,M., Epelman,S., Mbulaiteye,S.M., Bhatia,K., Lo,S.C., Biggar,R., Mbulaiteye,S., Lo,S.-C.",2015-12-06,SG,,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,171806,GenBank,partial,,,1.0,Argentina,,Homo sapiens,animal tissues_tumor,1981-02-08,,"Human gammaherpesvirus 4 strain SG, partial genome"
KR812482.1,,"Garrigue,I., Moulinas,R., Pinson-Recordon,P., Delacour,M.-L., Essig,M., Kaminski,H., Rerolle,J.-P., Merville,P., Fleury,H., Alain,S.",2015-11-30,,VAR_08-12-10,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,1781,GenBank,partial,,,,France,,Homo sapiens,,2010-12-08,,"Human herpesvirus 5 isolate VAR_08-12-10 serine/threonine protein kinase (UL97) gene, partial cds"
KR812483.1,,"Garrigue,I., Moulinas,R., Pinson-Recordon,P., Delacour,M.-L., Essig,M., Kaminski,H., Rerolle,J.-P., Merville,P., Fleury,H., Alain,S.",2015-11-30,,BEY_05-10-10,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,2124,GenBank,partial,,,,France,,Homo sapiens,,2010-10-05,,"Human herpesvirus 5 isolate BEY_05-10-10 serine/threonine protein kinase (UL97) gene, complete cds"
KR812484.1,,"Garrigue,I., Moulinas,R., Pinson-Recordon,P., Delacour,M.-L., Essig,M., Kaminski,H., Rerolle,J.-P., Merville,P., Fleury,H., Alain,S.",2015-11-30,,VAR_03-12-10,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,2124,GenBank,partial,,,,France,,Homo sapiens,,2010-12-03,,"Human herpesvirus 5 isolate VAR_03-12-10 serine/threonine protein kinase (UL97) gene, complete cds"
KR812485.1,,"Garrigue,I., Moulinas,R., Pinson-Recordon,P., Delacour,M.-L., Essig,M., Kaminski,H., Rerolle,J.-P., Merville,P., Fleury,H., Alain,S.",2015-11-30,,VAR-23-03-11,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,2124,GenBank,partial,,,,France,,Homo sapiens,,,,"Human herpesvirus 5 isolate VAR-23-03-11 serine/threonine protein kinase (UL97) gene, complete cds"
KR812486.1,,"Garrigue,I., Moulinas,R., Pinson-Recordon,P., Delacour,M.-L., Essig,M., Kaminski,H., Rerolle,J.-P., Merville,P., Fleury,H., Alain,S.",2015-11-30,,PIT_18-01-08,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,2124,GenBank,partial,,,,France,,Homo sapiens,,2008-01-18,,"Human herpesvirus 5 isolate PIT_18-01-08 serine/threonine protein kinase (UL97) gene, complete cds"
KJ361946.1,,"Davison,A.J., Wilkie,G.S.",2015-11-25,2CEN2,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235360,GenBank,complete,,,,Germany,,Homo sapiens,lung,2009,,"Human herpesvirus 5 strain 2CEN2, complete genome"
KJ361947.1,,"Davison,A.J., Wilkie,G.S.",2015-11-25,2CEN5,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235567,GenBank,complete,,,,Germany,,Homo sapiens,lung,2009,,"Human herpesvirus 5 strain 2CEN5, complete genome"
KJ361948.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,2CEN15,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,234949,GenBank,complete,,,,Germany,,Homo sapiens,lung,,,"Human herpesvirus 5 strain 2CEN15, complete genome"
KJ361949.1,,"Davison,A.J., Wilkie,G.S.",2015-11-25,2CEN30,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,236168,GenBank,complete,,,,Germany,,Homo sapiens,lung,,,"Human herpesvirus 5 strain 2CEN30, complete genome"
KJ361950.1,,"Davison,A.J.",2015-11-25,HAN11,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235276,GenBank,complete,,,,Germany,,Homo sapiens,lung,2007,,"Human herpesvirus 5 strain HAN11, complete genome"
KJ361951.1,,"Davison,A.J.",2015-11-25,HAN21,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235834,GenBank,complete,,,,Germany,,Homo sapiens,lung,2006,,"Human herpesvirus 5 strain HAN21, complete genome"
KJ361952.1,,"Davison,A.J.",2015-11-25,HAN27,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235861,GenBank,complete,,,,Germany,,Homo sapiens,lung,2007,,"Human herpesvirus 5 strain HAN27, complete genome"
KJ361953.1,,"Davison,A.J.",2015-11-25,HAN30,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235483,GenBank,complete,,,,Germany,,Homo sapiens,lung,2006,,"Human herpesvirus 5 strain HAN30, complete genome"
KJ361954.1,,"Davison,A.J.",2015-11-25,HAN32,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235458,GenBank,complete,,,,Germany,,Homo sapiens,lung,2007,,"Human herpesvirus 5 strain HAN32, complete genome"
KJ361955.1,,"Davison,A.J.",2015-11-25,HAN33,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235512,GenBank,complete,,,,Germany,,Homo sapiens,lung,2007,,"Human herpesvirus 5 strain HAN33, complete genome"
KJ361956.1,,"Davison,A.J.",2015-11-25,HAN36,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,234844,GenBank,complete,,,,Germany,,Homo sapiens,lung,2007,,"Human herpesvirus 5 strain HAN36, complete genome"
KJ361957.1,,"Davison,A.J.",2015-11-25,HAN39,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235056,GenBank,complete,,,,Germany,,Homo sapiens,lung,2007,,"Human herpesvirus 5 strain HAN39, complete genome"
KJ361958.1,,"Davison,A.J.",2015-11-25,HAN40,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235763,GenBank,complete,,,,Germany,,Homo sapiens,lung,2007,,"Human herpesvirus 5 strain HAN40, complete genome"
KJ361959.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV1,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235815,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2005,,"Human herpesvirus 5 strain PAV1, complete genome"
KJ361960.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV4,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235272,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2006,,"Human herpesvirus 5 strain PAV4, complete genome"
KJ361961.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV5,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235485,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2006,,"Human herpesvirus 5 strain PAV5, complete genome"
KJ361962.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV6,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235432,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2007,,"Human herpesvirus 5 strain PAV6, complete genome"
KJ361963.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV7,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235142,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2007,,"Human herpesvirus 5 strain PAV7, complete genome"
KJ361964.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV8,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235432,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2007,,"Human herpesvirus 5 strain PAV8, complete genome"
KJ361965.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV11,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,236310,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,,,"Human herpesvirus 5 strain PAV11, complete genome"
KJ361966.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV12,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235616,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,,,"Human herpesvirus 5 strain PAV12, complete genome"
KJ361967.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV23,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235700,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2012,,"Human herpesvirus 5 strain PAV23, complete genome"
KJ361968.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV24,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235361,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2012,,"Human herpesvirus 5 strain PAV24, complete genome"
KJ361969.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV25,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,235902,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2013,,"Human herpesvirus 5 strain PAV25, complete genome"
KJ361970.1,,"Wilkie,G.S., Zavattoni,M., Davison,A.J.",2015-11-25,PAV26,,Cytomegalovirus humanbeta5,Cytomegalovirus,Orthoherpesviridae,dsDNA,236180,GenBank,complete,,,,Italy,,Homo sapiens,amniotic fluid,2013,,"Human herpesvirus 5 strain PAV26, complete genome"
KP663486.1,,"Shen,Z.C., Liu,Q.Q., Chao,Y., Luo,B., Wang,Y., Shen,Z., Liu,Q.",2015-11-21,,NPC1,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,513,GenBank,partial,,,,China,,Homo sapiens,oronasopharynx_tumor,2012,,"Human gammaherpesvirus 4 isolate NPC1 viral interleukin-10 (BCRF1) gene, complete cds"
KP663489.1,,"Shen,Z.C., Liu,Q.Q., Chao,Y., Luo,B., Wang,Y., Shen,Z., Liu,Q.",2015-11-21,,NPC5,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,513,GenBank,partial,,,,China,,Homo sapiens,oronasopharynx_tumor,2012,,"Human gammaherpesvirus 4 isolate NPC5 viral interleukin-10 (BCRF1) gene, complete cds"
KP663493.1,,"Shen,Z.C., Liu,Q.Q., Chao,Y., Luo,B., Wang,Y., Shen,Z., Liu,Q.",2015-11-21,,NPC9,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,513,GenBank,partial,,,,China,,Homo sapiens,oronasopharynx_tumor,2012,,"Human gammaherpesvirus 4 isolate NPC9 viral interleukin-10 (BCRF1) gene, complete cds"
KP663495.1,,"Shen,Z.C., Liu,Q.Q., Chao,Y., Luo,B., Wang,Y., Shen,Z., Liu,Q.",2015-11-21,,NPC13,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,513,GenBank,partial,,,,China,,Homo sapiens,oronasopharynx_tumor,2012,,"Human gammaherpesvirus 4 isolate NPC13 viral interleukin-10 (BCRF1) gene, complete cds"
KP663499.1,,"Shen,Z.C., Liu,Q.Q., Chao,Y., Luo,B., Wang,Y., Shen,Z., Liu,Q.",2015-11-21,,NPC17,Lymphocryptovirus humangamma4,Lymphocryptovirus,Orthoherpesviridae,dsDNA,513,GenBank,partial,,,,China,,Homo sapiens,oronasopharynx_tumor,2012,,"Human gammaherpesvirus 4 isolate NPC17 viral interleukin-10 (BCRF1) gene, complete cds"
